,precision,recall,f1-score,support
Normal,0.6875619916683198,0.843081081081081,0.7574208743580716,37000.0
Attack,0.8429240050861673,0.6873069796170476,0.7572027462178748,45332.0
accuracy,0.7573118593013652,0.7573118593013652,0.7573118593013652,0.7573118593013652
macro avg,0.7652429983772435,0.7651940303490643,0.7573118102879732,82332.0
weighted avg,0.7731043177658015,0.7573118593013652,0.7573007730019597,82332.0
