,precision,recall,f1-score,support
Normal,0.9754355898314767,0.7383783783783784,0.8405119369923701,37000.0
Attack,0.8218098814520286,0.9848230830318538,0.8959621096572208,45332.0
accuracy,0.8740708351552252,0.8740708351552252,0.8740708351552252,0.8740708351552252
macro avg,0.8986227356417527,0.8616007307051161,0.8682370233247955,82332.0
weighted avg,0.890849273305009,0.8740708351552252,0.8710428026004327,82332.0
