,precision,recall,f1-score,support
Normal,0.9745925584255842,0.6852702702702703,0.8047162625364986,37000.0
Attack,0.7932203991760779,0.9854186887849643,0.8789351487486227,45332.0
accuracy,0.8505319924209299,0.8505319924209299,0.8505319924209299,0.8505319924209299
macro avg,0.8839064788008311,0.8353444795276173,0.8418257056425607,82332.0
weighted avg,0.8747290457804568,0.8505319924209299,0.8455811820060608,82332.0
