,precision,recall,f1-score,support
Normal,0.9560863634851459,0.7767297297297298,0.8571258145811897,37000.0
Attack,0.8419643027949419,0.9708814965146034,0.9018390451308846,45332.0
accuracy,0.8836296944080066,0.8836296944080066,0.8836296944080066,0.8836296944080066
macro avg,0.899025333140044,0.8738056131221665,0.8794824298560372,82332.0
weighted avg,0.8932507557602234,0.8836296944080066,0.8817449197563193,82332.0
