,precision,recall,f1-score,support
Normal,0.9168785972426716,0.5554054054054054,0.6917677949270362,37000.0
Attack,0.7254627079891186,0.9589032030353833,0.826006403739632,45332.0
accuracy,0.7775712967011612,0.7775712967011612,0.7775712967011612,0.7775712967011612
macro avg,0.8211706526158951,0.7571543042203943,0.7588870993333341,82332.0
weighted avg,0.8114850067597237,0.7775712967011612,0.7656795742436153,82332.0
