,precision,recall,f1-score,support
Normal,0.9860503150704699,0.554027027027027,0.7094429735762862,37000.0
Attack,0.731878523958858,0.9936027530221477,0.8428912280701755,45332.0
accuracy,0.7960574260311908,0.7960574260311908,0.7960574260311908,0.7960574260311908
macro avg,0.858964419514664,0.7738148900245874,0.7761671008232308,82332.0
weighted avg,0.8461033244146908,0.7960574260311908,0.7829195837973059,82332.0
