,precision,recall,f1-score,support
Normal,0.9851152659284806,0.5867027027027027,0.7354156785690087,37000.0
Attack,0.7463845031179515,0.9927644930733257,0.8521225432650433,45332.0
accuracy,0.8102803284263713,0.8102803284263713,0.8102803284263713,0.8102803284263713
macro avg,0.8657498845232161,0.7897335978880142,0.793769110917026,82332.0
weighted avg,0.8536701056053145,0.8102803284263713,0.7996744794046576,82332.0
