,precision,recall,f1-score,support
Normal,0.7812534664448142,0.5710540540540541,0.6598173159497228,37000.0
Attack,0.7129343245247527,0.8694961616518133,0.7834703187270794,45332.0
accuracy,0.7353762813972696,0.7353762813972696,0.7353762813972696,0.7353762813972696
macro avg,0.7470938954847834,0.7202751078529337,0.7216438173384011,82332.0
weighted avg,0.7436369462397878,0.7353762813972696,0.7279006604804416,82332.0
